,State 1,State 2
0,0.0400390625,0.07319660039626372
1,0.041015625,0.0801019400562886
2,0.03857421875,0.1108307015433993
3,0.05126953125,0.07803033815828113
4,0.078125,0.1084138326623906
5,0.05224609375,0.07630400324327491
6,0.04541015625,0.07319660039626372
7,0.06396484375,0.0801019400562886
8,0.02880859375,0.07008919754925252
9,0.0771484375,0.05282584839919032
10,0.07177734375,0.09149575049532965
11,0.07177734375,0.1225697789654416
12,0.05322265625,0.07112499849825625
13,0.03857421875,0.08389987686930227
14,0.0419921875,0.04626577572216668
15,0.0576171875,0.014155946303051
16,0.03125,0.06732706168524256
17,0.04541015625,0.07008919754925252
18,0.052734375,0.06594599375323759
19,0.04248046875,0.06318385788922763
20,0.03466796875,0.08493567781830601
21,0.0400390625,0.06939866358325003
22,0.0615234375,0.050754246501182855
23,0.068359375,0.0801019400562886
24,0.0576171875,0.05627851822920277
25,0.07568359375,0.07319660039626372
26,0.06787109375,0.057314319178206494
27,0.05615234375,0.05455218331419654
28,0.0615234375,0.07077973151525502
29,0.05126953125,0.06111225599122017
30,0.0361328125,0.04971844555217912
31,0.05419921875,0.0738871343622662
32,0.05419921875,0.03866990209613932
33,0.05615234375,0.0628385909062264
34,0.03173828125,0.061802789957222666
35,0.05908203125,0.07595873626027368
36,0.07470703125,0.0597311880592152
37,0.04052734375,0.09218628446133212
38,0.046875,0.07733980419227865
39,0.06005859375,0.04971844555217913
40,0.04150390625,0.0801019400562886
41,0.03369140625,0.07181553246425873
42,0.01025390625,0.0911504835123284
43,0.0673828125,0.05731431917820649
44,0.05322265625,0.05938592107621395
45,0.056640625,0.07388713436226621
46,0.0869140625,0.054206916331195294
47,0.0771484375,0.070779731515255
48,0.052734375,0.04592050873916544
49,0.0634765625,0.08666201273331223
50,0.05078125,0.0714702654812575
51,0.04638671875,0.070779731515255
52,0.0849609375,0.0400509700281443
53,0.07763671875,0.09391261937633835
54,0.05078125,0.06249332392322515
55,0.068359375,0.04764684365417166
56,0.08154296875,0.09045994954632591
57,0.05126953125,0.048682644603175396
58,0.0859375,0.08976941558032343
59,0.05615234375,0.040741503994146784
60,0.091796875,0.07250606643026122
61,0.06787109375,0.12774878371046025
62,0.06005859375,0.07630400324327491
63,0.04443359375,0.07423240134526744
64,0.05029296875,0.057314319178206494
65,0.06201171875,0.08873361463131968
66,0.072265625,0.03556249924912813
67,0.06982421875,0.1021990269683682
68,0.0341796875,0.052480581416189075
69,0.07666015625,0.0738871343622662
70,0.0458984375,0.08079247402229109
71,0.0625,0.060076455042216446
72,0.037109375,0.08942414859732217
73,0.048828125,0.07216079944725998
74,0.06494140625,0.08113774100529232
75,0.0693359375,0.0479921106371729
76,0.05078125,0.07388713436226621
77,0.04931640625,0.09771055618935204
78,0.0634765625,0.07492293531126994
79,0.03076171875,0.10461589584937692
80,0.068359375,0.06249332392322515
81,0.0634765625,0.07492293531126994
82,0.0595703125,0.07492293531126994
83,0.078125,0.07457766832826869
84,0.05810546875,0.10530642981537941
85,0.06591796875,0.08528094480130725
86,0.0439453125,0.08597147876730973
87,0.076171875,0.08976941558032343
88,0.06201171875,0.07595873626027366
89,0.03759765625,0.07561346927727242
90,0.0703125,0.0935673523933371
91,0.0439453125,0.07837560514128238
92,0.06494140625,0.037288834164134345
93,0.0419921875,0.07354186737926495
94,0.02978515625,0.06249332392322515
95,0.06884765625,0.1108307015433993
96,0.06640625,0.06594599375323759
97,0.064453125,0.0369435671811331
98,0.0693359375,0.06145752297422142
99,0.03271484375,0.07526820229427118
